RegionName2,Year,Epidemic_Week
Oromia,2022,24
Oromia,2022,25
Oromia,2022,26
Oromia,2022,27
Oromia,2022,34
Oromia,2022,35
Oromia,2022,36
Oromia,2022,37
Oromia,2022,38
Oromia,2022,39
Oromia,2022,40
Oromia,2022,41
Oromia,2022,42
Oromia,2022,43
Oromia,2022,44
Oromia,2022,45
Oromia,2022,46
Oromia,2022,47
Oromia,2022,48
Oromia,2022,49
Oromia,2022,50
Oromia,2022,51
Oromia,2022,52
SNNP,2015,3
SNNP,2015,9
SNNP,2015,11
SNNP,2018,4
SNNP,2020,1
SNNP,2020,2
SNNP,2020,3
SNNP,2020,4
SNNP,2020,5
SNNP,2020,6
SNNP,2020,7
SNNP,2020,8
SNNP,2020,9
SNNP,2020,10
SNNP,2020,11
SNNP,2020,12
SNNP,2020,13
SNNP,2020,14
SNNP,2020,15
SNNP,2020,16
SNNP,2020,17
SNNP,2020,18
SNNP,2020,19
SNNP,2020,20
SNNP,2020,21
SNNP,2020,22
SNNP,2020,23
SNNP,2020,24
SNNP,2020,25
SNNP,2020,26
SNNP,2020,27
SNNP,2020,28
SNNP,2020,29
SNNP,2020,30
SNNP,2020,31
SNNP,2020,32
SNNP,2020,33
SNNP,2020,34
SNNP,2020,35
SNNP,2020,36
SNNP,2020,37
SNNP,2020,38
SNNP,2020,39
SNNP,2020,40
SNNP,2020,41
SNNP,2020,42
SNNP,2020,43
SNNP,2020,44
SNNP,2020,45
SNNP,2020,46
SNNP,2020,47
SNNP,2020,48
SNNP,2020,49
SNNP,2020,50
SNNP,2020,51
SNNP,2020,52
SNNP,2021,1
SNNP,2021,2
SNNP,2021,3
SNNP,2021,4
SNNP,2021,5
SNNP,2021,6
SNNP,2021,7
SNNP,2021,8
SNNP,2021,9
SNNP,2021,10
SNNP,2021,11
SNNP,2021,12
SNNP,2021,13
SNNP,2021,14
SNNP,2021,15
SNNP,2021,16
SNNP,2021,17
SNNP,2021,18
SNNP,2021,19
SNNP,2021,20
SNNP,2021,21
SNNP,2021,22
SNNP,2021,23
SNNP,2021,24
SNNP,2021,25
SNNP,2021,26
SNNP,2021,27
SNNP,2021,28
SNNP,2021,29
SNNP,2021,30
SNNP,2021,31
SNNP,2021,32
SNNP,2021,33
SNNP,2021,34
SNNP,2021,35
SNNP,2021,36
SNNP,2021,37
SNNP,2021,38
SNNP,2021,39
SNNP,2021,40
SNNP,2021,41
SNNP,2021,42
SNNP,2021,43
SNNP,2021,44
SNNP,2021,45
SNNP,2021,46
SNNP,2021,47
SNNP,2021,48
SNNP,2021,49
SNNP,2021,50
SNNP,2021,51
SNNP,2021,52
SNNP,2022,5
SNNP,2022,6
SNNP,2022,7
SNNP,2022,8
SNNP,2022,9
SNNP,2022,10
SNNP,2022,11
SNNP,2022,12
SNNP,2022,13
SNNP,2022,14
SNNP,2022,15
SNNP,2022,16
SNNP,2022,17
SNNP,2022,18
SNNP,2022,19
SNNP,2022,20
SNNP,2022,21
SNNP,2022,22
SNNP,2022,23
SNNP,2022,24
SNNP,2022,25
SNNP,2022,26
SNNP,2022,27
SNNP,2022,34
SNNP,2022,35
SNNP,2022,36
SNNP,2022,37
SNNP,2022,38
SNNP,2022,39
SNNP,2022,40
SNNP,2022,41
SNNP,2022,42
SNNP,2022,43
SNNP,2022,44
SNNP,2022,45
SNNP,2022,46
SNNP,2022,47
SNNP,2022,48
SNNP,2022,49
SNNP,2022,50
SNNP,2022,51
SNNP,2022,52
South West,2015,3
South West,2015,9
South West,2015,11
South West,2018,4
South West,2020,1
South West,2020,2
South West,2020,3
South West,2020,4
South West,2020,5
South West,2020,6
South West,2020,7
South West,2020,8
South West,2020,9
South West,2020,10
South West,2020,11
South West,2020,12
South West,2020,13
South West,2020,14
South West,2020,15
South West,2020,16
South West,2020,17
South West,2020,18
South West,2020,19
South West,2020,20
South West,2020,21
South West,2020,22
South West,2020,23
South West,2020,24
South West,2020,25
South West,2020,26
South West,2020,27
South West,2020,28
South West,2020,29
South West,2020,30
South West,2020,31
South West,2020,32
South West,2020,33
South West,2020,34
South West,2020,35
South West,2020,36
South West,2020,37
South West,2020,38
South West,2020,39
South West,2020,40
South West,2020,41
South West,2020,42
South West,2020,43
South West,2020,44
South West,2020,45
South West,2020,46
South West,2020,47
South West,2020,48
South West,2020,49
South West,2020,50
South West,2020,51
South West,2020,52
South West,2021,1
South West,2021,2
South West,2021,3
South West,2021,4
South West,2021,5
South West,2021,6
South West,2021,7
South West,2021,8
South West,2021,9
South West,2021,10
South West,2021,11
South West,2021,12
South West,2021,13
South West,2021,14
South West,2021,15
South West,2021,16
South West,2021,17
South West,2021,18
South West,2021,19
South West,2021,20
South West,2021,21
South West,2021,22
South West,2021,23
South West,2021,24
South West,2021,25
South West,2021,26
South West,2021,27
South West,2021,28
South West,2021,29
South West,2021,30
South West,2021,31
South West,2021,32
South West,2021,33
South West,2021,34
South West,2021,35
South West,2021,36
South West,2021,37
South West,2021,38
South West,2021,39
South West,2021,40
South West,2021,41
South West,2021,42
South West,2021,43
South West,2021,44
South West,2021,45
South West,2021,46
South West,2021,47
South West,2021,48
South West,2021,49
South West,2021,50
South West,2021,51
South West,2021,52
South West,2022,5
South West,2022,6
South West,2022,7
South West,2022,8
South West,2022,9
South West,2022,10
South West,2022,11
South West,2022,12
South West,2022,13
South West,2022,14
South West,2022,15
South West,2022,16
South West,2022,17
South West,2022,18
South West,2022,19
South West,2022,20
South West,2022,21
South West,2022,22
South West,2022,23
South West,2022,24
South West,2022,25
South West,2022,26
South West,2022,27
South West,2022,34
South West,2022,35
South West,2022,36
South West,2022,37
South West,2022,38
South West,2022,39
South West,2022,40
South West,2022,41
South West,2022,42
South West,2022,43
South West,2022,44
South West,2022,45
South West,2022,46
South West,2022,47
South West,2022,48
South West,2022,49
South West,2022,50
South West,2022,51
South West,2022,52
Sidama,2015,3
Sidama,2015,9
Sidama,2015,11
Sidama,2018,4
Sidama,2020,1
Sidama,2020,2
Sidama,2020,3
Sidama,2020,4
Sidama,2020,5
Sidama,2020,6
Sidama,2020,7
Sidama,2020,8
Sidama,2020,9
Sidama,2020,10
Sidama,2020,11
Sidama,2020,12
Sidama,2020,13
Sidama,2020,14
Sidama,2020,15
Sidama,2020,16
Sidama,2020,17
Sidama,2020,18
Sidama,2020,19
Sidama,2020,20
Sidama,2020,21
Sidama,2020,22
Sidama,2020,23
Sidama,2020,24
Sidama,2020,25
Sidama,2020,26
Sidama,2020,27
Sidama,2020,28
Sidama,2020,29
Sidama,2020,30
Sidama,2020,31
Sidama,2020,32
Sidama,2020,33
Sidama,2020,34
Sidama,2020,35
Sidama,2020,36
Sidama,2020,37
Sidama,2020,38
Sidama,2020,39
Sidama,2020,40
Sidama,2020,41
Sidama,2020,42
Sidama,2020,43
Sidama,2020,44
Sidama,2020,45
Sidama,2020,46
Sidama,2020,47
Sidama,2020,48
Sidama,2020,49
Sidama,2020,50
Sidama,2020,51
Sidama,2020,52
Sidama,2021,1
Sidama,2021,2
Sidama,2021,3
Sidama,2021,4
Sidama,2021,5
Sidama,2021,6
Sidama,2021,7
Sidama,2021,8
Sidama,2021,9
Sidama,2021,10
Sidama,2021,11
Sidama,2021,12
Sidama,2021,13
Sidama,2021,14
Sidama,2021,15
Sidama,2021,16
Sidama,2021,17
Sidama,2021,18
Sidama,2021,19
Sidama,2021,20
Sidama,2021,21
Sidama,2021,22
Sidama,2021,23
Sidama,2021,24
Sidama,2021,25
Sidama,2021,26
Sidama,2021,27
Sidama,2021,28
Sidama,2021,29
Sidama,2021,30
Sidama,2021,31
Sidama,2021,32
Sidama,2021,33
Sidama,2021,34
Sidama,2021,35
Sidama,2021,36
Sidama,2021,37
Sidama,2021,38
Sidama,2021,39
Sidama,2021,40
Sidama,2021,41
Sidama,2021,42
Sidama,2021,43
Sidama,2021,44
Sidama,2021,45
Sidama,2021,46
Sidama,2021,47
Sidama,2021,48
Sidama,2021,49
Sidama,2021,50
Sidama,2021,51
Sidama,2021,52
Sidama,2022,5
Sidama,2022,6
Sidama,2022,7
Sidama,2022,8
Sidama,2022,9
Sidama,2022,10
Sidama,2022,11
Sidama,2022,12
Sidama,2022,13
Sidama,2022,14
Sidama,2022,15
Sidama,2022,16
Sidama,2022,17
Sidama,2022,18
Sidama,2022,19
Sidama,2022,20
Sidama,2022,21
Sidama,2022,22
Sidama,2022,23
Sidama,2022,24
Sidama,2022,25
Sidama,2022,26
Sidama,2022,27
Sidama,2022,34
Sidama,2022,35
Sidama,2022,36
Sidama,2022,37
Sidama,2022,38
Sidama,2022,39
Sidama,2022,40
Sidama,2022,41
Sidama,2022,42
Sidama,2022,43
Sidama,2022,44
Sidama,2022,45
Sidama,2022,46
Sidama,2022,47
Sidama,2022,48
Sidama,2022,49
Sidama,2022,50
Sidama,2022,51
Sidama,2022,52
Somali,2015,5
Somali,2015,14
Somali,2017,40
Somali,2018,40
Somali,2018,48
Somali,2020,1
Somali,2020,2
Somali,2020,3
Somali,2020,4
Somali,2020,5
Somali,2020,6
Somali,2020,7
Somali,2020,8
Somali,2020,9
Somali,2020,10
Somali,2020,11
Somali,2020,12
Somali,2020,13
Somali,2020,14
Somali,2020,15
Somali,2020,16
Somali,2020,17
Somali,2020,18
Somali,2020,19
Somali,2020,20
Somali,2020,21
Somali,2020,22
Somali,2020,23
Somali,2020,24
Somali,2020,25
Somali,2020,26
Somali,2020,27
Somali,2020,28
Somali,2020,29
Somali,2020,30
Somali,2020,31
Somali,2020,32
Somali,2020,33
Somali,2020,34
Somali,2020,35
Somali,2020,36
Somali,2020,37
Somali,2020,38
Somali,2020,39
Somali,2020,40
Somali,2020,41
Somali,2020,42
Somali,2020,43
Somali,2020,44
Somali,2020,45
Somali,2020,46
Somali,2020,47
Somali,2020,48
Somali,2020,49
Somali,2020,50
Somali,2020,51
Somali,2020,52
Somali,2021,1
Somali,2021,2
Somali,2021,3
Somali,2021,4
Somali,2021,5
Somali,2021,6
Somali,2021,7
Somali,2021,8
Somali,2021,9
Somali,2021,10
Somali,2021,11
Somali,2021,12
Somali,2021,13
Somali,2021,14
Somali,2021,15
Somali,2021,16
Somali,2021,17
Somali,2021,18
Somali,2021,19
Somali,2021,20
Somali,2021,21
Somali,2021,22
Somali,2021,23
Somali,2021,24
Somali,2021,25
Somali,2021,26
Somali,2021,27
Somali,2021,28
Somali,2021,29
Somali,2021,30
Somali,2021,31
Somali,2021,32
Somali,2021,33
Somali,2021,34
Somali,2021,35
Somali,2021,36
Somali,2021,37
Somali,2021,38
Somali,2021,39
Somali,2021,40
Somali,2021,41
Somali,2021,42
Somali,2021,43
Somali,2021,44
Somali,2021,45
Somali,2021,46
Somali,2021,47
Somali,2021,48
Somali,2021,49
Somali,2021,50
Somali,2021,51
Somali,2021,52
Somali,2022,5
Somali,2022,6
Somali,2022,7
Somali,2022,8
Somali,2022,9
Somali,2022,10
Somali,2022,11
Somali,2022,12
Somali,2022,13
Somali,2022,14
Somali,2022,15
Somali,2022,16
Somali,2022,17
Somali,2022,18
Somali,2022,19
Somali,2022,20
Somali,2022,21
Somali,2022,22
Somali,2022,23
Somali,2022,24
Somali,2022,25
Somali,2022,26
Somali,2022,27
Somali,2022,34
Somali,2022,35
Somali,2022,36
Somali,2022,37
Somali,2022,38
Somali,2022,39
Somali,2022,40
Somali,2022,41
Somali,2022,42
Somali,2022,43
Somali,2022,44
Somali,2022,45
Somali,2022,46
Somali,2022,47
Somali,2022,48
Somali,2022,49
Somali,2022,50
Somali,2022,51
Somali,2022,52
Tigray,2015,24
Tigray,2015,41
Tigray,2019,22
Tigray,2019,23
Tigray,2020,1
Tigray,2020,2
Tigray,2020,3
Tigray,2020,4
Tigray,2020,5
Tigray,2020,6
Tigray,2020,7
Tigray,2020,8
Tigray,2020,9
Tigray,2020,10
Tigray,2020,11
Tigray,2020,12
Tigray,2020,13
Tigray,2020,14
Tigray,2020,15
Tigray,2020,16
Tigray,2020,17
Tigray,2020,18
Tigray,2020,19
Tigray,2020,20
Tigray,2020,21
Tigray,2020,22
Tigray,2020,23
Tigray,2020,24
Tigray,2020,25
Tigray,2020,26
Tigray,2020,27
Tigray,2020,28
Tigray,2020,29
Tigray,2020,30
Tigray,2020,31
Tigray,2020,32
Tigray,2020,33
Tigray,2020,34
Tigray,2020,35
Tigray,2020,36
Tigray,2020,37
Tigray,2020,38
Tigray,2020,39
Tigray,2020,40
Tigray,2020,41
Tigray,2020,42
Tigray,2020,43
Tigray,2020,44
Tigray,2020,45
Tigray,2020,46
Tigray,2020,47
Tigray,2020,48
Tigray,2020,49
Tigray,2020,50
Tigray,2020,51
Tigray,2020,52
Tigray,2021,1
Tigray,2021,2
Tigray,2021,3
Tigray,2021,4
Tigray,2021,5
Tigray,2021,6
Tigray,2021,7
Tigray,2021,8
Tigray,2021,9
Tigray,2021,10
Tigray,2021,11
Tigray,2021,12
Tigray,2021,13
Tigray,2021,14
Tigray,2021,15
Tigray,2021,16
Tigray,2021,17
Tigray,2021,18
Tigray,2021,19
Tigray,2021,20
Tigray,2021,21
Tigray,2021,22
Tigray,2021,23
Tigray,2021,24
Tigray,2021,25
Tigray,2021,26
Tigray,2021,27
Tigray,2021,28
Tigray,2021,29
Tigray,2021,30
Tigray,2021,31
Tigray,2021,32
Tigray,2021,33
Tigray,2021,34
Tigray,2021,35
Tigray,2021,36
Tigray,2021,37
Tigray,2021,38
Tigray,2021,39
Tigray,2021,40
Tigray,2021,41
Tigray,2021,42
Tigray,2021,43
Tigray,2021,44
Tigray,2021,45
Tigray,2021,46
Tigray,2021,47
Tigray,2021,48
Tigray,2021,49
Tigray,2021,50
Tigray,2021,51
Tigray,2021,52
Tigray,2022,1
Tigray,2022,2
Tigray,2022,3
Tigray,2022,4
Tigray,2022,5
Tigray,2022,6
Tigray,2022,7
Tigray,2022,8
Tigray,2022,9
Tigray,2022,10
Tigray,2022,11
Tigray,2022,12
Tigray,2022,13
Tigray,2022,14
Tigray,2022,15
Tigray,2022,16
Tigray,2022,17
Tigray,2022,18
Tigray,2022,19
Tigray,2022,20
Tigray,2022,21
Tigray,2022,22
Tigray,2022,23
Tigray,2022,24
Tigray,2022,25
Tigray,2022,26
Tigray,2022,27
Tigray,2022,28
Tigray,2022,29
Tigray,2022,30
Tigray,2022,31
Tigray,2022,32
Tigray,2022,33
Tigray,2022,34
Tigray,2022,35
Tigray,2022,36
Tigray,2022,37
Tigray,2022,38
Tigray,2022,39
Tigray,2022,40
Tigray,2022,41
Tigray,2022,42
Tigray,2022,43
Tigray,2022,44
Tigray,2022,45
Tigray,2022,46
Tigray,2022,47
Tigray,2022,48
Tigray,2022,49
Tigray,2022,50
Tigray,2022,51
Tigray,2022,52
